School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Network,NWEA: % Above Nat'l Avg Score - All Grades - Reading,NWEA: % Above Nat'l Avg Score - All Grades - Math,NWEA: % Above Nat'l Avg Growth - All Grades - Reading,NWEA: % Above Nat'l Avg Growth - All Grades - Math,ISAT: % Meets/Exceeds - 3rd Grade - Reading,ISAT: % Meets/Exceeds - 5th Grade - Reading/Math Composite,Bilingual %,SpED %,"Free/Reduced
 Lunch %",White %,African American %,Hispanic %,CPS Performance Policy Level,CPS Performance Policy Status,"My Voice, My School Overall Rating",Involved Family,Effective Leaders,Safe,Quality of Facilities,NWEA Reading Growth Percentile All Grades,NWEA Math Growth Percentile All Grades,NWEA Reading Attainment Percentile All Grades,NWEA Math Attainment Percentile All Grades,Suspensions Per 100 students 2013,Percentage Misconducts Resulting in Suspension 2013,Average Length of Suspensions 2013,Student Attendance Percentage 2013,One-Year Drop Out Rate Percentage 2013,Community School
610184,John Spry Elementary Community School,2400 S Marshall Blvd,Chicago,IL,60623,(773) 534-1700,Network 7,37%,42%,70%,74%,18%,29%,47.10%,11.30%,98.90%,1%,0%,98%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,92,93,23,43,2.5,59.40%,2.6,95.30%,,No
610185,Adlai E Stevenson Elementary School,8010 S Kostner Ave,Chicago,IL,60652,(773) 535-2280,Network 10,48%,45%,59%,68%,53%,58%,36.10%,13.40%,94.50%,5%,5%,89%,LEVEL 1,NOT ON PROBATION,ORGANIZED,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,WEAK,44,76,50,47,2.3,19.50%,1.7,96%,,No
610188,Dunne Technology Academy,10845 S Union Ave,Chicago,IL,60628,(773) 535-5517,Network 13,37%,29%,63%,67%,36%,55%,0.00%,10.90%,93.20%,0%,98%,2%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,NEUTRAL,WEAK,44,54,15,15,3.6,64.70%,2.6,95.20%,,No
610191,Stone Elementary Scholastic Academy,6239 N Leavitt St,Chicago,IL,60659,(773) 534-2045,Network 2,75%,63%,64%,66%,79%,69%,14.00%,10.90%,52.70%,35%,18%,19%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,STRONG,WEAK,97,86,94,82,3.5,61.10%,1.2,96%,,No
610192,Harriet Beecher Stowe Elementary School,3444 W Wabansia Ave,Chicago,IL,60647,(773) 534-4175,Network 5,23%,38%,57%,77%,15%,38%,42.20%,15.50%,97.50%,1%,6%,91%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,VERY WEAK,WEAK,WEAK,2,98,3,27,15.8,64.80%,2.2,94.30%,,No
610193,William K New Sullivan Elementary School,8331 S Mackinaw,Chicago,IL,60617,(773) 535-6585,Network 12,29%,13%,56%,60%,33%,20%,10.80%,17.30%,98.60%,1%,73%,25%,LEVEL 2,ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,5,18,3,1,30.1,75.60%,2,90.30%,,No
610194,Charles Sumner  Math & Science Community Acad ES,4320 W 5th Ave,Chicago,IL,60624,(773) 534-6730,Network 5,43%,47%,62%,77%,37%,52%,0.00%,8.20%,97.40%,0%,99%,1%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,75,98,33,51,3.3,40%,2.4,94.70%,,No
610195,Elizabeth H Sutherland Elementary School,10015 S Leavitt St,Chicago,IL,60643,(773) 535-2580,Network 10,74%,64%,77%,79%,69%,64%,0.30%,12.30%,25.20%,40%,52%,6%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,NOT ENOUGH DATA,99,99,96,84,0.8,27.30%,1.2,95.10%,,No
610196,George B Swift Elementary Specialty School,5900 N Winthrop Ave,Chicago,IL,60660,(773) 534-2695,Network 2,53%,62%,73%,78%,44%,63%,44.30%,9.50%,89.40%,16%,33%,33%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,NEUTRAL,NEUTRAL,STRONG,VERY STRONG,98,99,56,82,1.9,25.90%,1.9,95.70%,,No
610197,Mancel Talcott Elementary School,1840 W Ohio St,Chicago,IL,60622,(773) 534-7130,Network 6,48%,48%,59%,76%,30%,38%,33.60%,17.90%,82.80%,8%,6%,83%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,51,95,40,49,3.6,18%,2,95.40%,,No
610198,Douglas Taylor Elementary School,9912 S Avenue H,Chicago,IL,60617,(773) 535-6240,Network 13,35%,28%,62%,71%,27%,29%,36.40%,11.00%,98.00%,1%,10%,88%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,29,79,12,15,3.4,26.70%,1.5,94.60%,,No
610199,Johnnie Colemon Elementary Academy,1441 W 119th St,Chicago,IL,60643,(773) 535-3975,Network 13,48%,29%,72%,58%,60%,42%,3.20%,11.80%,85.70%,0%,93%,7%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,96,16,37,15,15.7,34.10%,1.8,95.50%,,No
610200,James N Thorp Elementary School,8914 S Buffalo Ave,Chicago,IL,60617,(773) 535-6250,Network 12,20%,24%,51%,62%,46%,38%,11.60%,25.90%,99.30%,1%,77%,22%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,0,40,2,6,25.5,55.10%,2.5,90.90%,,No
610201,Ole A Thorp Elementary Scholastic Academy,6024 W Warwick Ave,Chicago,IL,60634,(773) 534-3640,Network 1,64%,67%,63%,68%,72%,71%,10.40%,10.20%,50.40%,29%,12%,40%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,89,98,83,89,2.2,24.30%,1.1,95.70%,,No
610202,George W Tilton Elementary School,223 N Keeler Ave,Chicago,IL,60624,(773) 534-6746,Network 5,20%,28%,67%,60%,14%,40%,0.00%,10.00%,98.70%,0%,97%,1%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,VERY WEAK,STRONG,24,87,1,14,59.9,80.30%,2,91.80%,,No
610203,Enrico Tonti Elementary School,5815 S Homan Ave,Chicago,IL,60629,(773) 535-9280,Network 8,37%,44%,60%,69%,39%,53%,34.70%,7.80%,96.30%,1%,2%,96%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NOT ENOUGH DATA,NEUTRAL,23,84,25,45,1.1,33.30%,1.6,96.30%,,Yes
610206,Mark Twain Elementary School,5134 S Lotus Ave,Chicago,IL,60638,(773) 535-2290,Network 10,55%,46%,65%,72%,62%,66%,16.70%,8.20%,87.60%,19%,1%,79%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,86,92,65,54,1.3,23.80%,2.7,95.70%,,No
610207,John H Vanderpoel Elementary Magnet School,9510 S Prospect Ave,Chicago,IL,60643,(773) 535-2690,Network 10,53%,46%,66%,70%,66%,63%,0.00%,7.40%,66.80%,0%,98%,2%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,NEUTRAL,WEAK,NEUTRAL,WEAK,96,86,66,45,4.3,68.40%,2.5,95.80%,,No
610208,Mildred I Lavizzo Elementary School,138 W 109th St,Chicago,IL,60628,(773) 535-5300,Network 13,32%,14%,60%,56%,18%,18%,0.00%,9.00%,97.80%,0%,99%,2%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,WEAK,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,56,1,8,1,7,63.60%,4,91.30%,,No
610209,Alessandro Volta Elementary School,4950 N Avers Ave,Chicago,IL,60625,(773) 534-5080,Network 1,43%,43%,68%,68%,31%,31%,52.90%,9.20%,94.00%,9%,3%,63%,LEVEL 1,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,91,94,33,45,0.2,3.70%,3,96.20%,,No
610212,Albany Park Multicultural Academy,4929 N Sawyer Ave,Chicago,IL,60625,(773) 534-5108,Network 1,49%,68%,57%,63%,-,-,16.10%,11.80%,96.40%,4%,6%,78%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,VERY STRONG,47,87,46,89,,,,96.80%,,No
610213,James Wadsworth Elementary School,6650 S Ellis Ave,Chicago,IL,60637,(773) 535-0730,Network 9,29%,12%,52%,63%,33%,21%,0.00%,11.90%,93.10%,0%,99%,0%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NEUTRAL,1,14,5,3,21.6,40.20%,1.9,92.10%,,No
610215,Francisco I Madero Middle School,3202 W 28th St,Chicago,IL,60623,(773) 535-4466,Network 7,48%,42%,64%,67%,-,-,17.40%,12.70%,99.40%,1%,1%,98%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,60,56,40,40,2.6,40%,3,93.60%,,No
610216,John A Walsh Elementary School,2015 S Peoria St,Chicago,IL,60608,(773) 534-7950,Network 7,50%,49%,61%,62%,46%,65%,27.30%,17.10%,92.20%,2%,6%,90%,LEVEL 1,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,52,51,42,54,3.1,87.50%,2.1,94.10%,,No
610217,James Ward Elementary School,2701 S Shields Ave,Chicago,IL,60616,(773) 534-9050,Network 6,59%,78%,68%,86%,65%,62%,31.20%,9.40%,85.40%,4%,22%,12%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,STRONG,WEAK,95,99,75,98,0.2,,,97.10%,,No
610218,Joseph Warren Elementary School,9239 S Jeffery Ave,Chicago,IL,60617,(773) 535-6625,Network 12,36%,27%,59%,80%,28%,47%,0.30%,9.60%,94.50%,0%,97%,2%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,60,99,11,10,13.3,79.60%,2.3,94%,,No
610219,George Washington Elementary School,3611 E 114th St,Chicago,IL,60617,(773) 535-5010,Network 13,57%,55%,78%,73%,62%,68%,10.40%,9.10%,78.60%,8%,1%,89%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,STRONG,99,97,68,70,0.9,25%,2.1,95.60%,,No
610220,Thomas J Waters Elementary School,4540 N Campbell Ave,Chicago,IL,60625,(773) 534-5090,Network 2,68%,52%,57%,58%,75%,60%,14.30%,7.60%,46.40%,45%,3%,40%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,50,26,86,59,0.8,,,95.80%,,No
610221,Daniel Webster Elementary School,4055 W Arthington St,Chicago,IL,60624,(773) 534-6925,Network 5,37%,34%,83%,76%,55%,83%,0.00%,10.10%,99.10%,0%,99%,0%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,VERY STRONG,99,96,18,20,1.2,,,93.90%,,No
610223,Daniel S Wentworth Elementary School,1340 W 71st St,Chicago,IL,60636,(773) 535-3394,Network 11,31%,28%,70%,73%,35%,19%,0.30%,14.70%,98.40%,0%,98%,1%,LEVEL 2,ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,99,98,8,13,15.2,42.60%,4.2,91.30%,,No
610225,John Whistler Elementary School,11533 S Ada St,Chicago,IL,60643,(773) 535-5560,Network 13,35%,31%,66%,68%,47%,23%,0.00%,13.10%,96.70%,0%,99%,1%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,90,97,16,13,29.7,88.20%,2.2,92.40%,,No
610226,Socorro Sandoval Elementary School,5534 S Saint Louis Ave,Chicago,IL,60629,(773) 535-0457,Network 8,41%,49%,57%,67%,39%,51%,47.50%,6.90%,97.90%,1%,1%,96%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NOT ENOUGH DATA,NEUTRAL,22,70,34,53,1.8,22.90%,3,95.60%,,No
610227,Eli Whitney Elementary School,2815 S Komensky Ave,Chicago,IL,60623,(773) 534-1560,Network 7,41%,36%,61%,75%,34%,42%,52.50%,7.90%,98.50%,1%,0%,96%,LEVEL 1,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,VERY WEAK,NEUTRAL,WEAK,36,88,32,33,5.6,52.60%,1.6,95.30%,,No
610228,John Greenleaf Whittier Elementary School,1900 W 23rd St,Chicago,IL,60608,(773) 535-4590,Network 7,32%,35%,60%,65%,27%,19%,70.70%,13.50%,98.60%,1%,0%,99%,LEVEL 3,ON PROBATION,ORGANIZED,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,VERY WEAK,42,60,23,32,7.6,70.70%,2,94.20%,,No
610229,A.N. Pritzker School,2009 W Schiller St,Chicago,IL,60622,(773) 534-4415,Network 6,63%,61%,56%,69%,69%,71%,7.60%,9.70%,55.80%,24%,37%,31%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,71,96,83,85,14.3,35.80%,2.5,94.20%,,No
610230,Wildwood Elementary School,6950 N Hiawatha Ave,Chicago,IL,60646,(773) 534-1188,Network 1,78%,82%,64%,85%,86%,81%,9.20%,12.00%,17.50%,59%,4%,22%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY WEAK,99,99,98,99,,,,95.60%,,No
610231,National Teachers Elementary Academy,55 W Cermak Rd,Chicago,IL,60616,(773) 534-9970,AUSL,34%,32%,59%,51%,29%,31%,0.70%,13.00%,90.40%,2%,92%,3%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,VERY STRONG,35,1,15,13,56.4,88.40%,2.3,94.40%,,No
610234,Richard Yates Elementary School,1839 N Richmond St,Chicago,IL,60647,(773) 534-4550,Network 5,30%,32%,58%,55%,32%,36%,35.00%,25.90%,97.30%,3%,13%,83%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,NEUTRAL,13,5,12,23,6.9,50.50%,1.7,94.20%,,No
610235,Ella Flagg Young Elementary School,1434 N Parkside Ave,Chicago,IL,60651,(773) 534-6200,Network 3,23%,27%,53%,58%,50%,38%,4.40%,12.30%,98.00%,1%,88%,9%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,9,35,3,9,3,70.20%,3.4,93.50%,,No
610237,Ludwig Van Beethoven Elementary School,25 W 47th St,Chicago,IL,60609,(773) 535-1480,Network 9,25%,26%,60%,65%,39%,10%,0.30%,15.20%,98.00%,0%,97%,1%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,WEAK,WEAK,NEUTRAL,12,53,2,9,3.2,28.60%,2.6,91.80%,,No
610238,Carrie Jacobs Bond Elementary School,7050 S May St,Chicago,IL,60621,(773) 535-3480,Network 11,14%,10%,73%,59%,11%,15%,0.20%,18.80%,98.60%,0%,98%,1%,LEVEL 3,ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,88,2,0,0,68.5,81.30%,2.4,89.80%,,No
610239,Richard J Daley Elementary Academy,5024 S Wolcott Ave,Chicago,IL,60609,(773) 535-9091,Network 8,29%,43%,67%,73%,18%,33%,44.70%,7.80%,99.60%,0%,11%,88%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,70,98,15,53,9.4,17.60%,1.4,94.90%,,No
610242,Joseph Brennemann Elementary School,4251 N Clarendon Ave,Chicago,IL,60613,(773) 534-5766,Network 2,47%,34%,66%,58%,77%,60%,33.50%,21.50%,95.60%,3%,63%,27%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,STRONG,STRONG,64,21,36,16,4.3,54.20%,3,95.70%,,No
610246,Edward Beasley Elementary Magnet Academic Center,5255 S State St,Chicago,IL,60609,(773) 535-1230,Network 9,45%,39%,57%,60%,56%,44%,0.10%,4.10%,79.50%,0%,97%,2%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,33,29,41,38,25,67.70%,2.3,94.40%,,No
610248,Chicago Academy Elementary School,3400 N Austin Ave,Chicago,IL,60634,(773) 534-3885,AUSL,58%,61%,66%,69%,47%,70%,26.00%,10.50%,74.70%,25%,5%,65%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,STRONG,STRONG,NOT ENOUGH DATA,84,90,69,77,5.8,43.80%,1.7,96.50%,,No
610249,Talman Elementary School,5450 S Talman Ave,Chicago,IL,60632,(773) 535-7850,Network 8,49%,48%,73%,76%,50%,44%,44.90%,15.80%,91.60%,0%,1%,98%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,WEAK,99,99,52,66,3.2,19.70%,1.1,95.40%,,Yes
610250,Rueben Salazar Elementary Bilingual Center,160 W Wendell St,Chicago,IL,60610,(773) 534-8310,Network 6,58%,60%,75%,76%,23%,63%,36.00%,13.80%,79.80%,2%,19%,77%,LEVEL 1,NOT ON PROBATION,ORGANIZED,NEUTRAL,STRONG,STRONG,WEAK,99,99,67,78,8.1,71.40%,2.1,95.30%,,No
610251,Willa Cather Elementary School,2908 W Washington Blvd,Chicago,IL,60612,(773) 534-6780,Network 5,28%,33%,65%,69%,44%,69%,0.00%,14.40%,98.00%,0%,98%,2%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,VERY STRONG,88,99,8,17,34.5,67.80%,1.8,95.40%,,No
610252,Robert Nathaniel Dett Elementary School,2131 W Monroe St,Chicago,IL,60612,(773) 534-7160,Network 6,18%,23%,45%,47%,65%,29%,1.50%,27.40%,95.10%,1%,93%,3%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,0,0,1,3,9.4,95%,3,95%,,No
610254,Dvorak Technology Academy,3615 W 16th St,Chicago,IL,60623,(773) 534-1690,Network 5,22%,13%,58%,51%,26%,21%,0.00%,13.20%,100.00%,0%,98%,2%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,2,1,1,1,3.3,39.50%,2.1,92.80%,,No
610256,Jackie Robinson Elementary School,4225 S Lake Park Ave,Chicago,IL,60653,(773) 535-1777,OS4,18%,18%,86%,78%,41%,-,1.50%,3.00%,96.30%,0%,99%,1%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,STRONG,94,91,1,4,15.4,29.20%,1.6,88.80%,,No
610257,Morton School of Excellence,431 N Troy St,Chicago,IL,60612,(773) 534-6791,AUSL,45%,75%,71%,85%,22%,54%,0.20%,8.70%,99.80%,0%,94%,5%,LEVEL 1,ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,NEUTRAL,VERY STRONG,99,99,55,96,91.7,96.50%,1.8,94.20%,,No
610263,John Foster Dulles Elementary School,6311 S Calumet Ave,Chicago,IL,60637,(773) 535-0690,AUSL,17%,24%,61%,70%,31%,26%,0.00%,11.70%,99.60%,0%,98%,1%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,NOT ENOUGH DATA,21,96,2,13,46.1,91%,2.5,93.30%,,No
610268,Arthur R Ashe Elementary School,8505 S Ingleside Ave,Chicago,IL,60619,(773) 535-3550,OS4,26%,29%,68%,64%,31%,46%,0.00%,11.70%,94.90%,0%,99%,2%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,52,89,3,13,53,66.80%,2.9,88.20%,,No
610269,John T McCutcheon Elementary School,4865 N Sheridan Rd,Chicago,IL,60640,(773) 534-2680,Network 2,40%,32%,67%,79%,32%,49%,32.90%,18.10%,99.20%,5%,47%,25%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,75,96,24,25,10.4,43.50%,1.8,93.80%,,No
610271,Jensen Elementary Scholastic Academy,3030 W Harrison St,Chicago,IL,60612,(773) 534-6840,Network 5,33%,39%,75%,66%,52%,64%,0.80%,11.30%,82.30%,0%,92%,3%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,VERY WEAK,VERY WEAK,WEAK,NEUTRAL,95,98,14,26,26.2,87.30%,1.8,92.80%,,No
610274,James Weldon Johnson Elementary School,1420 S Albany Ave,Chicago,IL,60623,(773) 534-1829,AUSL,25%,14%,67%,62%,13%,25%,0.00%,10.10%,98.20%,0%,99%,1%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,STRONG,WEAK,STRONG,53,13,3,3,15.8,74.10%,2.2,95%,,No
610276,Irvin C Mollison Elementary School,4415 S Dr Martin L King Jr Dr,Chicago,IL,60653,(773) 535-1804,Network 9,28%,45%,66%,89%,55%,39%,0.40%,9.70%,74.30%,0%,99%,0%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,WEAK,NEUTRAL,56,99,7,35,11,65.90%,3.1,93.50%,,No
610279,Henry O Tanner Elementary School,7350 S Evans Ave,Chicago,IL,60619,(773) 535-3870,Network 12,28%,31%,60%,72%,38%,26%,0.00%,17.10%,85.40%,0%,98%,1%,LEVEL 2,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,16,81,7,13,28,45.20%,3.4,91.70%,,No
610281,Adam Clayton Powell Paideia Community Academy ES,7511 S South Shore Dr,Chicago,IL,60649,(773) 535-6650,Network 12,39%,41%,66%,70%,67%,69%,2.70%,11.70%,95.70%,0%,98%,2%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,NEUTRAL,STRONG,77,98,14,31,8.5,60%,1.5,95.50%,,No
610282,Ronald E McNair Elementary School,4820 W Walton St,Chicago,IL,60651,(773) 534-8980,Network 3,28%,29%,57%,66%,18%,30%,3.70%,21.70%,97.60%,0%,93%,6%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,4,76,3,5,61.1,81.10%,1.6,90.30%,,No
610284,New Field Elementary School,1707 W Morse Ave,Chicago,IL,60626,(773) 534-2760,Network 2,63%,66%,67%,87%,51%,-,61.00%,11.90%,93.50%,8%,21%,59%,LEVEL 1,NOT ON PROBATION,ORGANIZED,NEUTRAL,STRONG,NOT ENOUGH DATA,VERY STRONG,91,98,84,78,0.5,13%,1,96.20%,,No
610287,Ashburn Community Elementary School,8300 S Saint Louis Ave,Chicago,IL,60652,(773) 535-7860,Network 10,46%,44%,66%,78%,75%,36%,8.20%,16.80%,88.00%,1%,82%,16%,LEVEL 2,NOT ON PROBATION,ORGANIZED,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,85,97,32,35,9.1,20.80%,2.8,94.20%,,Yes
610290,Benjamin E Mays Elementary Academy,6656 S Normal Blvd,Chicago,IL,60621,(773) 535-3892,Network 11,35%,35%,59%,64%,35%,50%,0.20%,10.90%,96.50%,0%,97%,2%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,WEAK,VERY STRONG,71,61,25,22,1.3,2.80%,4,95%,,No
610291,Richard Henry Lee Elementary School,6448 S Tripp Ave,Chicago,IL,60629,(773) 535-2255,Network 10,38%,48%,60%,77%,36%,43%,32.30%,11.40%,95.40%,3%,1%,96%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,STRONG,STRONG,WEAK,49,93,30,52,2.4,58.30%,2.2,95.10%,,Yes
610293,Genevieve Melody Elementary School,3937 W Wilcox St,Chicago,IL,60624,(773) 534-6850,Network 5,31%,27%,66%,61%,27%,26%,0.20%,10.00%,98.50%,0%,97%,2%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,47,26,14,15,6.4,78.30%,2.9,92.90%,,No
610295,Thomas J Higgins Elementary Community Academy,11710 S Morgan St,Chicago,IL,60643,(773) 535-5625,Network 13,43%,37%,67%,78%,53%,59%,0.20%,10.20%,95.40%,0%,98%,2%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,94,99,23,22,9.6,48.60%,2.2,95.40%,,No
610298,Lenart Elementary Regional Gifted Center,8101 S LaSalle St,Chicago,IL,60620,(773) 535-0040,Network 11,97%,96%,71%,72%,100%,94%,0.70%,4.00%,31.70%,16%,59%,5%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,VERY WEAK,STRONG,NEUTRAL,99,99,99,99,0.6,9.10%,5,96.90%,,No
610299,William A Hinton Elementary School,644 W 71st St,Chicago,IL,60621,(773) 535-3875,Network 11,18%,20%,63%,79%,16%,28%,0.00%,10.50%,99.60%,0%,98%,2%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,STRONG,16,94,1,4,26.6,67.60%,2.5,93.50%,,No
610300,Oliver S Westcott Elementary School,409 W 80th St,Chicago,IL,60620,(773) 535-3090,Network 11,23%,14%,53%,56%,29%,26%,0.70%,12.90%,98.10%,0%,96%,3%,LEVEL 3,ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,0,7,1,5,21.1,72.70%,2.1,93.10%,,No
610305,George Leland Elementary School,512 S Lavergne Ave,Chicago,IL,60644,(773) 534-6340,Network 3,44%,45%,86%,90%,68%,-,0.10%,12.90%,93.20%,0%,98%,1%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95,98,34,46,4.5,80%,1.4,94.20%,,No
610308,Wilma Rudolph Elementary Learning Center,110 N Paulina St,Chicago,IL,60612,(773) 534-7460,Network 6,-,-,-,-,-,-,45.00%,89.90%,84.40%,8%,40%,46%,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,,,,,,,,79.70%,,No
610312,Mary E McDowell Elementary School,1419 E 89th St,Chicago,IL,60619,(773) 535-6404,Network 12,43%,43%,68%,75%,68%,31%,0.00%,7.20%,91.80%,1%,93%,3%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,78,96,35,41,1.1,15.40%,1,94.80%,,No
610313,Jose De Diego Elementary Community Academy,1313 N Claremont Ave,Chicago,IL,60622,(773) 534-4451,Network 5,37%,31%,48%,65%,46%,41%,10.90%,12.70%,90.90%,2%,23%,72%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NOT ENOUGH DATA,4,46,20,20,10.3,64.50%,2.1,94%,,No
